equivalence_id,member_count,base_name,render_bucket,members,basis
SHADER_EQ_0233,1,vehicle_lightsemissive_siren,1,vehicle_lightsemissive_siren.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0234,1,vehicle_mesh,0,vehicle_mesh.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0235,1,vehicle_mesh2_enveff,0,vehicle_mesh2_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0236,1,vehicle_mesh_enveff,0,vehicle_mesh_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0237,1,vehicle_paint1,4,vehicle_nosplash.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0238,1,vehicle_paint1,5,vehicle_nowater.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0239,1,vehicle_paint1,0,vehicle_paint1.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0240,1,vehicle_paint1_enveff,0,vehicle_paint1_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0241,1,vehicle_paint2,0,vehicle_paint2.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0242,1,vehicle_paint2_enveff,0,vehicle_paint2_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0243,1,vehicle_paint3,0,vehicle_paint3.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0244,1,vehicle_paint3_enveff,0,vehicle_paint3_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0245,1,vehicle_paint3_lvr,0,vehicle_paint3_lvr.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0246,1,vehicle_paint4,0,vehicle_paint4.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0247,1,vehicle_paint4_emissive,0,vehicle_paint4_emissive.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0248,1,vehicle_paint4_enveff,0,vehicle_paint4_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0249,1,vehicle_paint5_enveff,0,vehicle_paint5_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0250,1,vehicle_paint6,0,vehicle_paint6.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0251,1,vehicle_paint6_enveff,0,vehicle_paint6_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0252,1,vehicle_paint7,0,vehicle_paint7.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0253,1,vehicle_paint7_enveff,0,vehicle_paint7_enveff.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0254,1,vehicle_paint8,0,vehicle_paint8.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0255,1,vehicle_paint9,0,vehicle_paint9.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0256,1,vehicle_shuts,0,vehicle_shuts.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0257,1,vehicle_tire,0,vehicle_tire.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0258,1,vehicle_tire_emissive,0,vehicle_tire_emissive.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0259,1,vehicle_track,0,vehicle_track.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0260,1,vehicle_track2,0,vehicle_track2.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0261,1,vehicle_track2_emissive,0,vehicle_track2_emissive.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0262,1,vehicle_track_ammo,0,vehicle_track_ammo.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0263,1,vehicle_track_emissive,0,vehicle_track_emissive.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0264,1,vehicle_track_siren,1,vehicle_track_siren.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0265,1,vehicle_vehglass_inner,1,vehicle_vehglass_inner.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0266,1,normal,2,water_decal.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0267,1,water_fountain,6,water_fountain.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0268,1,water_poolenv,6,water_poolenv.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0269,1,water_river,6,water_river.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0270,1,water_riverfoam,6,water_riverfoam.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0271,1,water_riverlod,6,water_riverlod.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0272,1,water_riverocean,6,water_riverocean.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0273,1,water_rivershallow,6,water_rivershallow.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0274,1,water_shallow,6,water_shallow.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0275,1,water_terrainfoam,2,water_terrainfoam.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0276,1,weapon_emissive_tnt,0,weapon_emissive_tnt.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0277,1,weapon_emissivestrong_alpha,1,weapon_emissivestrong_alpha.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0278,1,weapon_normal_spec_alpha,1,weapon_normal_spec_alpha.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0279,1,weapon_normal_spec_cutout_palette,3,weapon_normal_spec_cutout_palette.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0280,1,weapon_normal_spec_detail_palette,0,weapon_normal_spec_detail_palette.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0281,1,weapon_normal_spec_detail_tnt,0,weapon_normal_spec_detail_tnt.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0282,1,weapon_normal_spec_palette,0,weapon_normal_spec_palette.sps,"same base shader, render bucket, parameters and layouts"
SHADER_EQ_0283,1,weapon_normal_spec_tnt,0,weapon_normal_spec_tnt.sps,"same base shader, render bucket, parameters and layouts"
